Employee Name, Job Title, Base Pay, Overtime Pay, Other Pay, Benefits, Total Pay & Benefits, Year, Notes, Agency, Status
"Not provided","TEACHG ASST-GSHIP",31261.0,0.0,11806.0,0.0,43067.0,2016,"None","University of California",
"Not Provided","Teachg Asst-Gship",28633.0,0.0,14431.0,0.0,43064.0,2023,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",33355.0,0.0,137.0,9523.0,43015.0,2015,"None","University of California",
"Not Provided","Teachg Asst-Gship",32398.0,0.0,8444.0,2170.0,43012.0,2023,"None","University of California",
"Not Provided","Teachg Asst-Gship",41108.0,0.0,1902.0,0.0,43010.0,2022,"None","University of California",
"Not provided","Teachg Asst-1/10-Gship",43008.0,0.0,0.0,0.0,43008.0,2020,"None","University of California",
"Not Provided","Teachg Asst-Gship",42996.0,0.0,0.0,0.0,42996.0,2023,"None","University of California",
"Not Provided","Teachg Asst-Gship",42973.0,0.0,0.0,0.0,42973.0,2023,"None","University of California",
"Not provided","Teachg Asst-Gship",36321.0,0.0,6640.0,0.0,42961.0,2020,"None","University of California",
"Not Provided","Teachg Asst-Gship",25332.0,0.0,17626.0,0.0,42958.0,2023,"None","University of California",
"**** ****","Teachg Asst-Gship",36104.0,0.0,6840.0,0.0,42944.0,2021,"None","University of California",
"Not Provided","Teachg Asst-Gship",38763.0,0.0,4140.0,0.0,42903.0,2022,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",25941.0,0.0,1604.0,15347.0,42892.0,2014,"None","University of California",
"Not Provided","Teachg Asst-Gship",38645.0,0.0,4226.0,0.0,42871.0,2022,"None","University of California",
"Not provided","Teachg Asst-1/10-Gship",42851.0,0.0,0.0,0.0,42851.0,2020,"None","University of California",
"Not provided","Teachg Asst-Gship",41570.0,0.0,0.0,1280.0,42850.0,2020,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",32190.0,0.0,2257.0,8400.0,42847.0,2015,"None","University of California",
"Not Provided","Teachg Asst-1/10-Non Gship",42840.0,0.0,0.0,0.0,42840.0,2023,"None","University of California",
"**** ****","Teachg Asst-Gship",29950.0,0.0,12889.0,0.0,42839.0,2021,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",42819.0,0.0,0.0,0.0,42819.0,2023,"None","University of California",
"Not provided","Teachg Asst-Gship",42815.0,0.0,0.0,0.0,42815.0,2019,"None","University of California",
"Not provided","Teachg Asst-1/10-Gship",41062.0,0.0,0.0,1751.0,42813.0,2020,"None","University of California",
"Not Provided","Teachg Asst-Gship",42198.0,0.0,607.0,0.0,42805.0,2023,"None","University of California",
"Not Provided","Teachg Asst-Gship",42794.0,0.0,0.0,0.0,42794.0,2022,"None","University of California",
"Not Provided","Teachg Asst-Gship",33249.0,0.0,9502.0,0.0,42751.0,2022,"None","University of California",
"**** ****","Teachg Asst-Gship",42731.0,0.0,0.0,0.0,42731.0,2021,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",17613.0,0.0,1800.0,23292.0,42705.0,2013,"None","University of California",
"Not provided","Teachg Asst-Gship",42693.0,0.0,0.0,0.0,42693.0,2019,"None","University of California",
"Not provided","Teachg Asst-Gship",42676.0,0.0,0.0,0.0,42676.0,2020,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",36393.0,0.0,6283.0,0.0,42676.0,2023,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",42650.0,0.0,0.0,0.0,42650.0,2023,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",42648.0,0.0,0.0,0.0,42648.0,2017,"None","University of California",
"Not Provided","Teachg Asst-Gship",29047.0,0.0,13562.0,0.0,42609.0,2023,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",42607.0,0.0,0.0,0.0,42607.0,2023,"None","University of California",
"Not provided","Teachg Asst-Gship",36547.0,0.0,6050.0,0.0,42597.0,2020,"None","University of California",
"Not provided","Teachg Asst-Gship",42592.0,0.0,0.0,0.0,42592.0,2020,"None","University of California",
"Not provided","Teachg Asst-Gship",39946.0,0.0,0.0,2626.0,42572.0,2020,"None","University of California",
"Not provided","Teachg Asst-Gship",42562.0,0.0,0.0,0.0,42562.0,2020,"None","University of California",
"Not provided","Teachg Asst-Gship",41025.0,0.0,0.0,1532.0,42557.0,2019,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",29207.0,0.0,5880.0,7456.0,42543.0,2015,"None","University of California",
"**** ****","Teachg Asst-Gship",42536.0,0.0,0.0,0.0,42536.0,2021,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",26532.0,0.0,15999.0,0.0,42531.0,2014,"None","University of California",
"Not Provided","Teachg Asst-Gship",37644.0,0.0,4887.0,0.0,42531.0,2023,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",32528.0,0.0,9998.0,0.0,42526.0,2018,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",42494.0,0.0,0.0,0.0,42494.0,2023,"None","University of California",
"Not provided","TEACHG ASST-GSHIP",34186.0,0.0,3505.0,4786.0,42477.0,2016,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",42466.0,0.0,0.0,0.0,42466.0,2023,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",42465.0,0.0,0.0,0.0,42465.0,2023,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",42465.0,0.0,0.0,0.0,42465.0,2023,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",42465.0,0.0,0.0,0.0,42465.0,2023,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",42465.0,0.0,0.0,0.0,42465.0,2023,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",42465.0,0.0,0.0,0.0,42465.0,2023,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",42465.0,0.0,0.0,0.0,42465.0,2023,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",42465.0,0.0,0.0,0.0,42465.0,2023,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",44010.0,0.0,-1545.0,0.0,42465.0,2023,"None","University of California",
"Not Provided","Teachg Asst-1/10-Gship",32697.0,0.0,9763.0,0.0,42460.0,2023,"None","University of California",
"**** ****","Teachg Asst-1/10-Gship",42459.0,0.0,0.0,0.0,42459.0,2021,"None","University of California",
"Not provided","Teachg Asst-Gship",42444.0,0.0,0.0,0.0,42444.0,2019,"None","University of California",
"Not provided","Teachg Asst-Gship",42436.0,0.0,0.0,0.0,42436.0,2020,"None","University of California",
"Not Provided","Teachg Asst-Gship",41804.0,0.0,607.0,0.0,42411.0,2023,"None","University of California",
"Not Provided","Teachg Asst-Gship",36291.0,52.0,0.0,6065.0,42408.0,2023,"None","University of California",
